Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement
for gwen 's birthday she received number0 dollars . if she spent number1 dollars . how much money did she still have ?,5 3,- number0 number1,2.0,"[2, 5, 6, 7, 11, 12, 13, 19, 20, 21]",3,Subtraction,for gwen 's birthday she received number0 dollars . if she spent number1 dollars .,how much money did she still have ?
emily was helping her mom pick apples from the tree in their front yard . together they picked number0 totals . if number1 of the apples were n't ripe yet how many good apples did they pick ?,14 6,- number0 number1,8.0,"[2, 34, 35, 36, 17, 18, 19, 21, 22, 23]",3,Subtraction,emily was helping her mom pick apples from the tree in their front yard . together they picked number0 totals . if number1 of the apples were n't ripe yet,how many good apples did they pick ?
emily is making bead necklaces for her friends . she has number0 beads and each necklace takes number1 beads . how many necklaces can emily make ?,28 7,/ number0 number1,4.0,"[1, 7, 10, 11, 12, 14, 16, 17, 18, 23, 24, 25]",3,Common-Division,emily is making bead necklaces for her friends . she has number0 beads and each necklace takes number1 beads .,how many necklaces can emily make ?
an airline lets each passenger take number0 pieces of luggage . if there were number1 people flying how many bags could they take ?,8 4,* number0 number1,32.0,"[2, 3, 5, 6, 7, 13, 14, 15, 20, 21, 22]",3,Multiplication,an airline lets each passenger take number0 pieces of luggage . if there were number1 people flying,how many bags could they take ?
tiffany was collecting cans for recycling . on monday she had number0 bags of cans . the next day she found number1 more bags worth . how many bags did she have totaled ?,4 8,+ number0 number1,12.0,"[32, 1, 3, 4, 6, 10, 11, 12, 20, 21, 22, 23, 30, 31]",3,Addition,tiffany was collecting cans for recycling . on monday she had number0 bags of cans . the next day she found number1 more bags worth .,how many bags did she have totaled ?
an architect built a house with number0 bedrooms total . if the second floor had number1 bedrooms . how many bedrooms does the first floor have ?,10 2,- number0 number1,8.0,"[1, 4, 5, 6, 7, 8, 14, 15, 16, 23, 24, 25]",3,Subtraction,an architect built a house with number0 bedrooms total . if the second floor had number1 bedrooms .,how many bedrooms does the first floor have ?
lana 's mom was buying extra school supplies for her and her siblings . if she bought number0 packs of glue sticks with number1 glue sticks in each pack how many did she get total ?,3 7,* number0 number1,21.0,"[32, 33, 2, 34, 16, 17, 18, 22, 23, 24, 25, 27]",3,Multiplication,lana 's mom was buying extra school supplies for her and her siblings . if she bought number0 packs of glue sticks with number1 glue sticks in each pack,how many did she get total ?
maria was placing her spare change into stacks . each stack had number0 coins . if she had number1 stacks how many coins did she have ?,3 5,* number0 number1,15.0,"[2, 6, 9, 10, 11, 12, 13, 17, 18, 19, 23, 24, 25]",3,Multiplication,maria was placing her spare change into stacks . each stack had number0 coins . if she had number1 stacks,how many coins did she have ?
a chef used number0 potatoes to make fries for the lunch crowd . later he used another number1 potatoes for the dinner crowd . how many potatoes did he use total ?,5 2,+ number0 number1,7.0,"[1, 2, 3, 4, 5, 16, 17, 18, 28, 29, 30]",3,Addition,a chef used number0 potatoes to make fries for the lunch crowd . later he used another number1 potatoes for the dinner crowd .,how many potatoes did he use total ?
dave was making ice using ice trays . he originally had number0 ice cubes . but made number1 more cubes . how many ice cubes did he have totaled ?,2 7,+ number0 number1,9.0,"[1, 2, 7, 8, 10, 11, 12, 13, 16, 17, 18, 19, 26, 27, 28]",3,Addition,dave was making ice using ice trays . he originally had number0 ice cubes . but made number1 more cubes .,how many ice cubes did he have totaled ?
tom read number0 chapters of a book . if each chapter was number1 pages how many pages did he read ?,3 8,* number0 number1,24.0,"[1, 2, 3, 7, 9, 11, 12, 13, 17, 18, 19]",3,Multiplication,tom read number0 chapters of a book . if each chapter was number1 pages,how many pages did he read ?
luke was helping his mom wash clothes . they washed number0 loads with number1 towels in each load . how many towels did they wash total ?,6 7,* number0 number1,42.0,"[1, 5, 9, 10, 11, 12, 13, 14, 16, 23, 24, 25]",3,Multiplication,luke was helping his mom wash clothes . they washed number0 loads with number1 towels in each load .,how many towels did they wash total ?
the roller coaster at the state fair costs number0 tickets per ride . if you had number1 tickets how many times could you ride it ?,5 10,/ number1 number0,2.0,"[2, 7, 8, 9, 10, 15, 16, 17, 22, 23, 24]",3,Common-Division,the roller coaster at the state fair costs number0 tickets per ride . if you had number1 tickets,how many times could you ride it ?
vanessa bought number0 old cds at a garage sale . if number1 of the cds were scratched up how many good cds did she buy ?,12 7,- number0 number1,5.0,"[1, 2, 3, 4, 9, 10, 11, 12, 14, 22, 23, 24]",3,Subtraction,vanessa bought number0 old cds at a garage sale . if number1 of the cds were scratched up,how many good cds did she buy ?
will went to the state fair and rode the ferris wheel number0 times . if he rode it number1 times during the day how many times did he ride it at night ?,13 7,- number0 number1,6.0,"[10, 11, 12, 14, 17, 18, 19, 29, 30, 31]",3,Subtraction,will went to the state fair and rode the ferris wheel number0 times . if he rode it number1 times during the day,how many times did he ride it at night ?
olivia was collecting cans for recycling . she had number0 bags with number1 cans inside each bag . how many cans did she have ?,4 5,* number0 number1,20.0,"[1, 2, 5, 8, 9, 10, 11, 12, 13, 15, 21, 22, 23]",3,Multiplication,olivia was collecting cans for recycling . she had number0 bags with number1 cans inside each bag .,how many cans did she have ?
jerry is helping to put away books . if he has number0 books to put away and each shelf can hold number1 books how many shelves will he need ?,12 4,/ number0 number1,3.0,"[2, 4, 10, 11, 12, 17, 20, 21, 22, 26, 27, 28]",3,Common-Division,jerry is helping to put away books . if he has number0 books to put away and each shelf can hold number1 books,how many shelves will he need ?
will had number0 bottles of water . if he drank number1 each day how many days would they last him ?,28 7,/ number0 number1,4.0,"[1, 2, 3, 9, 10, 11, 17, 18, 19]",3,Common-Division,will had number0 bottles of water . if he drank number1 each day,how many days would they last him ?
larry 's lawn care charges number0 bucks to trim a hedge . if henry has number1 hedges how much money would he spend ?,9 3,* number0 number1,27.0,"[2, 4, 5, 6, 14, 15, 16, 20, 21, 22]",3,Multiplication,larry 's lawn care charges number0 bucks to trim a hedge . if henry has number1 hedges,how much money would he spend ?
maria was buying dvds of her old favorite tv series . she bought number0 dvds at the store and she bought number1 online . how many dvds did she buy total ?,8 2,+ number0 number1,10.0,"[1, 2, 5, 12, 13, 14, 20, 21, 22, 28, 29, 30]",3,Addition,maria was buying dvds of her old favorite tv series . she bought number0 dvds at the store and she bought number1 online .,how many dvds did she buy total ?
for a potluck lunch bianca brought number0 bottles of soda . if someone else had already brought number1 sodas how many were there total ?,9 8,+ number0 number1,17.0,"[5, 6, 7, 16, 17, 18, 21, 22, 23]",3,Addition,for a potluck lunch bianca brought number0 bottles of soda . if someone else had already brought number1 sodas,how many were there total ?
tiffany was sending out birthday invitations to her friends . she sent out number0 on monday and number1 on tuesday . how many did she send total ?,9 8,+ number0 number1,17.0,"[12, 13, 14, 16, 17, 18, 24, 25, 26]",3,Addition,tiffany was sending out birthday invitations to her friends . she sent out number0 on monday and number1 on tuesday .,how many did she send total ?
faye was placing her pencils into rows with number0 pencils in each row . if she had number1 pencils how many rows could she make ?,8 32,/ number1 number0,4.0,"[2, 7, 8, 9, 11, 16, 17, 18, 22, 23, 24]",3,Common-Division,faye was placing her pencils into rows with number0 pencils in each row . if she had number1 pencils,how many rows could she make ?
john was drawing super heroes number0 sheet of scrap paper . he drew number1 pictures total . if he drew number2 on the back . how many heroes did he draw on the front ?,1 15 9,- number1 number2,6.0,"[32, 1, 33, 4, 5, 6, 12, 13, 14, 19, 20, 21, 31]",3,Subtraction,john was drawing super heroes number0 sheet of scrap paper . he drew number1 pictures total . if he drew number2 on the back .,how many heroes did he draw on the front ?
paul was reading through his favorite book series . each week he read number0 different books . how many books would he have read through after number1 weeks ?,4 5,* number0 number1,20.0,"[1, 3, 5, 6, 9, 12, 13, 14, 15, 25, 26, 27]",3,Multiplication,paul was reading through his favorite book series . each week he read number0 different books .,how many books would he have read through after number1 weeks ?
a chef had number0 potatoes to make fries with but he only used number1 of them . how many potatoes does he still have ?,5 3,- number0 number1,2.0,"[1, 2, 3, 4, 6, 12, 13, 14, 21, 22, 23]",3,Subtraction,a chef had number0 potatoes to make fries with but he only used number1 of them .,how many potatoes does he still have ?
amy bought number0 pencils at the school store but she already had number1 pencils . how many pencils does she have totaled ?,7 3,+ number0 number1,10.0,"[1, 2, 3, 6, 11, 12, 13, 19, 20, 21]",4,Addition,amy bought number0 pencils at the school store but she already had number1 pencils .,how many pencils does she have totaled ?
vanessa had to complete number0 pages of homework . each page had number1 problems on it . how many problems did she have to complete total ?,3 4,* number0 number1,12.0,"[1, 2, 4, 5, 6, 7, 10, 12, 13, 14, 23, 24, 25]",4,Multiplication,vanessa had to complete number0 pages of homework . each page had number1 problems on it .,how many problems did she have to complete total ?
mike has number0 action figures he wants to display . if each shelf in his room can hold number1 figures how many shelves does he need ?,64 8,/ number0 number1,8.0,"[1, 2, 3, 4, 7, 11, 17, 18, 19, 23, 24, 25]",4,Common-Division,mike has number0 action figures he wants to display . if each shelf in his room can hold number1 figures,how many shelves does he need ?
a group of number0 friends were dressing as pirates for halloween . if each costume cost number1 dollars how much did they spend ?,8 5,* number0 number1,40.0,"[2, 3, 4, 13, 15, 16, 17, 20, 21, 22]",4,Multiplication,a group of number0 friends were dressing as pirates for halloween . if each costume cost number1 dollars,how much did they spend ?
an industrial machine made number0 shirts . it can make number1 shirts a minute . how many minutes was the machine working ?,12 2,/ number0 number1,6.0,"[2, 3, 4, 5, 9, 10, 11, 19, 20, 21]",4,Common-Division,an industrial machine made number0 shirts . it can make number1 shirts a minute .,how many minutes was the machine working ?
olivia 's dad took her and some friends out to eat for her birthday . if each meal costs number0 dollars and her dad paid for number1 meals how much did he spend ?,7 3,* number0 number1,21.0,"[32, 3, 16, 18, 19, 20, 25, 26, 27, 30, 31]",4,Multiplication,olivia 's dad took her and some friends out to eat for her birthday . if each meal costs number0 dollars and her dad paid for number1 meals,how much did he spend ?
katie had number0 math problems for homework . if she finished number1 of them on the bus ride home how many more did she have to do ?,9 5,- number0 number1,4.0,"[1, 2, 3, 4, 10, 11, 12, 24, 25, 26]",4,Subtraction,katie had number0 math problems for homework . if she finished number1 of them on the bus ride home,how many more did she have to do ?
frank bought his family number0 pieces of chicken for dinner . if they only ate number1 how many pieces does he have left ?,14 7,- number0 number1,7.0,"[1, 3, 4, 5, 6, 11, 14, 15, 16, 20, 21, 22]",4,Subtraction,frank bought his family number0 pieces of chicken for dinner . if they only ate number1,how many pieces does he have left ?
kale was drawing on scrap paper . he could fit number0 drawings on each page . if he has number1 pages how many drawings can he make ?,5 6,* number0 number1,30.0,"[2, 6, 9, 10, 11, 13, 18, 19, 20, 24, 25, 26]",4,Multiplication,kale was drawing on scrap paper . he could fit number0 drawings on each page . if he has number1 pages,how many drawings can he make ?
rachel bought number0 music albums online . if each album had number1 songs how many songs did she buy total ?,8 2,* number0 number1,16.0,"[1, 2, 3, 4, 7, 8, 10, 11, 12, 17, 18, 19]",4,Multiplication,rachel bought number0 music albums online . if each album had number1 songs,how many songs did she buy total ?
olivia had number0 quarters . if she spent number1 of them buying a soda how many coins did she have left ?,11 4,- number0 number1,7.0,"[1, 2, 3, 7, 8, 9, 18, 19, 20]",4,Subtraction,olivia had number0 quarters . if she spent number1 of them buying a soda,how many coins did she have left ?
jerry 's freezer had number0 ice cubes in it . if he had to get ice for number1 cups how many pieces should he put in each cup to make them have the same amount ?,30 6,/ number0 number1,5.0,"[32, 33, 34, 3, 4, 5, 6, 16, 17, 18, 26]",4,Common-Division,jerry 's freezer had number0 ice cubes in it . if he had to get ice for number1 cups,how many pieces should he put in each cup to make them have the same amount ?
for a potluck lunch debby brought number0 bottles of soda . if everyone only drank number1 of the sodas how many did she have to take back home ?,10 8,- number0 number1,2.0,"[5, 6, 7, 14, 15, 16, 25, 26, 27]",4,Subtraction,for a potluck lunch debby brought number0 bottles of soda . if everyone only drank number1 of the sodas,how many did she have to take back home ?
emily owned number0 songs by her favorite artists . later on she bought number1 more songs . how many songs did she have totaled ?,6 7,+ number0 number1,13.0,"[1, 2, 3, 5, 6, 12, 13, 14, 15, 21, 22, 23]",4,Addition,emily owned number0 songs by her favorite artists . later on she bought number1 more songs .,how many songs did she have totaled ?
for bianca 's birthday number0 of her friends gave her number1 dollars . how much money did she get for her birthday ?,5 6,* number0 number1,30.0,"[3, 4, 5, 8, 9, 10, 11, 19, 20, 21]",4,Multiplication,for bianca 's birthday number0 of her friends gave her number1 dollars .,how much money did she get for her birthday ?
cody made number0 dollars mowing lawns over the summer . if he charged number1 bucks for each lawn how many lawns did he mow ?,12 4,/ number0 number1,3.0,"[1, 2, 3, 12, 13, 14, 16, 21, 22, 23]",4,Common-Division,cody made number0 dollars mowing lawns over the summer . if he charged number1 bucks for each lawn,how many lawns did he mow ?
for paige 's birthday she received number0 dollars from her friends and number1 dollars from her relatives . how much money did she get for her birthday ?,2 3,+ number0 number1,5.0,"[5, 6, 7, 11, 12, 13, 24, 25, 26]",4,Addition,for paige 's birthday she received number0 dollars from her friends and number1 dollars from her relatives .,how much money did she get for her birthday ?
jerry had to sell boxes of candy . he started out with number0 boxes and then sold number1 how many boxes did he have left ?,10 5,- number0 number1,5.0,"[1, 3, 6, 11, 12, 13, 16, 17, 18, 22, 23, 24]",4,Subtraction,jerry had to sell boxes of candy . he started out with number0 boxes and then sold number1 how,many boxes did he have left ?
lana had number0 extra nickels . if she put them into stacks with number1 in each stack how many stacks could she make ?,72 8,/ number0 number1,9.0,"[1, 2, 3, 4, 12, 13, 14, 15, 20, 21, 22]",4,Common-Division,lana had number0 extra nickels . if she put them into stacks with number1 in each stack,how many stacks could she make ?
haley bought number0 new shirts for school . if she returned number1 of them how many did she end up with ?,11 6,- number0 number1,5.0,"[1, 2, 3, 4, 10, 11, 12, 18, 19, 20]",4,Subtraction,haley bought number0 new shirts for school . if she returned number1 of them,how many did she end up with ?
a mailman had to give number0 pieces of junk mail and number1 magazines to a house . how many pieces of mail did he deliver total ?,6 5,+ number0 number1,11.0,"[1, 4, 5, 6, 7, 10, 11, 12, 23, 24, 25]",4,Addition,a mailman had to give number0 pieces of junk mail and number1 magazines to a house .,how many pieces of mail did he deliver total ?
the roller coaster at the state fair costs number0 tickets per ride . if number1 friends were going to ride the roller coaster how many tickets would they need ?,6 8,* number0 number1,48.0,"[4, 7, 8, 9, 10, 11, 13, 14, 15, 26, 27, 28]",4,Multiplication,the roller coaster at the state fair costs number0 tickets per ride . if number1 friends were going to ride the roller coaster,how many tickets would they need ?
olivia was buying dvds of her favorite tv series . each season had number0 dvds . if she bought number1 seasons how many dvds did she buy total ?,8 5,* number0 number1,40.0,"[2, 6, 10, 12, 13, 14, 18, 19, 20, 25, 26, 27]",4,Multiplication,olivia was buying dvds of her favorite tv series . each season had number0 dvds . if she bought number1 seasons,how many dvds did she buy total ?
nancy was buying soap for her bathroom . she bought number0 packs with each pack having number1 bars . how many bars of soap did she buy ?,6 5,* number0 number1,30.0,"[1, 7, 9, 10, 11, 13, 15, 16, 17, 24, 25, 26]",4,Multiplication,nancy was buying soap for her bathroom . she bought number0 packs with each pack having number1 bars .,how many bars of soap did she buy ?
a group of number0 friends were playing video games . later number1 more friends came over . how many people were there total ?,4 3,+ number0 number1,7.0,"[2, 3, 4, 10, 11, 12, 13, 20, 21, 22]",4,Addition,a group of number0 friends were playing video games . later number1 more friends came over .,how many people were there total ?
oliver won number0 tickets playing games at the arcade . if he spent number1 tickets buying a water gun how many tickets did he still have ?,11 5,- number0 number1,6.0,"[1, 2, 3, 10, 12, 13, 14, 15, 23, 24, 25]",4,Subtraction,oliver won number0 tickets playing games at the arcade . if he spent number1 tickets buying a water gun,how many tickets did he still have ?
at the fair dave rode number0 rides the first day he went and number1 rides the second day . how many times did he ride total ?,4 3,+ number0 number1,7.0,"[4, 5, 6, 12, 13, 14, 23, 24, 25]",4,Addition,at the fair dave rode number0 rides the first day he went and number1 rides the second day .,how many times did he ride total ?
janet was practicing for a marathon . she practiced for number0 days running number1 miles each day . how many miles did janet run altogether ?,9 8,* number0 number1,72.0,"[1, 5, 9, 10, 11, 12, 13, 14, 15, 22, 23, 24]",4,Multiplication,janet was practicing for a marathon . she practiced for number0 days running number1 miles each day .,how many miles did janet run altogether ?
edward was playing basketball with his friend . together they scored number0 points . if edward scored number1 of the points . how many points did his friend score ?,13 7,- number0 number1,6.0,"[1, 2, 6, 10, 11, 12, 16, 17, 18, 26, 27, 28]",4,Subtraction,edward was playing basketball with his friend . together they scored number0 points . if edward scored number1 of the points .,how many points did his friend score ?
tiffany was buying hand towels for her house . she bought number0 packs with each pack having number1 towels in it . how many towels did she buy ?,9 3,* number0 number1,27.0,"[1, 2, 5, 7, 10, 11, 12, 14, 16, 17, 18, 25, 26, 27]",4,Multiplication,tiffany was buying hand towels for her house . she bought number0 packs with each pack having number1 towels in it .,how many towels did she buy ?
bianca was practicing for a marathon . to prepare she ran number0 miles the first day and number1 miles the next day . how many miles did bianca run altogether ?,8 4,+ number0 number1,12.0,"[1, 3, 5, 10, 11, 12, 16, 17, 18, 27, 28, 29]",4,Addition,bianca was practicing for a marathon . to prepare she ran number0 miles the first day and number1 miles the next day .,how many miles did bianca run altogether ?
jerry had number0 action figures on a shelf in his room . later he added number1 more figures to the shelf . how many action figures were on his shelf total ?,8 2,+ number0 number1,10.0,"[1, 2, 3, 4, 8, 14, 15, 16, 17, 28, 29, 30]",4,Addition,jerry had number0 action figures on a shelf in his room . later he added number1 more figures to the shelf .,how many action figures were on his shelf total ?
sarah bought number0 new shirts for school . if she already had number1 shirts how many did she own total ?,8 9,+ number0 number1,17.0,"[1, 2, 3, 4, 11, 12, 13, 17, 18, 19]",4,Addition,sarah bought number0 new shirts for school . if she already had number1 shirts,how many did she own total ?
carol was helping her mom plant vegetables in the garden . together they planted number0 rows of potatoes with number1 seeds in each row . how many potatoes did they plant total ?,6 9,* number0 number1,54.0,"[2, 13, 14, 15, 18, 19, 20, 22, 29, 30, 31]",4,Multiplication,carol was helping her mom plant vegetables in the garden . together they planted number0 rows of potatoes with number1 seeds in each row .,how many potatoes did they plant total ?
a delivery driver had to make number0 stops on his route . after he finished those deliveries he made number1 more stops . how many stops did he make total ?,3 4,+ number0 number1,7.0,"[1, 5, 6, 7, 8, 18, 19, 20, 21, 27, 28, 29]",4,Addition,a delivery driver had to make number0 stops on his route . after he finished those deliveries he made number1 more stops .,how many stops did he make total ?
emily 's mom was buying extra school supplies for emily and her sister . she bought number0 packs of glue sticks total . if she gave emily number1 packs how many did her sister get ?,13 6,- number0 number1,7.0,"[32, 1, 2, 33, 34, 15, 16, 17, 26, 27, 28]",4,Subtraction,emily 's mom was buying extra school supplies for emily and her sister . she bought number0 packs of glue sticks total . if she gave emily number1 packs,how many did her sister get ?
roger was reading through his favorite book series . he had number0 books to read total . if he read number1 books each week how many weeks would it take him to finish the series ?,30 6,/ number0 number1,5.0,"[32, 1, 2, 33, 34, 10, 11, 12, 19, 20, 21, 22]",4,Common-Division,roger was reading through his favorite book series . he had number0 books to read total . if he read number1 books each week,how many weeks would it take him to finish the series ?
rachel had to complete number0 pages of math homework and number1 pages of reading homework . how many pages did she have to complete total ?,9 2,+ number0 number1,11.0,"[1, 3, 4, 5, 7, 9, 10, 11, 22, 23, 24]",4,Addition,rachel had to complete number0 pages of math homework and number1 pages of reading homework .,how many pages did she have to complete total ?
haley collected number0 cans for recycling . if she put number1 cans in number2 bag how many cans did she have left ?,9 7 1,- number0 number1,2.0,"[1, 2, 3, 9, 10, 11, 12, 13, 14, 19, 20, 21]",4,Subtraction,haley collected number0 cans for recycling . if she put number1 cans in number2 bag,how many cans did she have left ?
amy was buying different soups . she bought number0 cans of chicken soup and number1 cans of tomato soup . how many soups did she buy ?,6 3,+ number0 number1,9.0,"[1, 7, 8, 9, 13, 14, 15, 23, 24, 25]",4,Addition,amy was buying different soups . she bought number0 cans of chicken soup and number1 cans of tomato soup .,how many soups did she buy ?
a vase can hold number0 flowers . if you had number1 flowers how many vases would you need ?,5 25,/ number1 number0,5.0,"[2, 3, 4, 5, 9, 10, 11, 15, 16, 17]",4,Common-Division,a vase can hold number0 flowers . if you had number1 flowers,how many vases would you need ?
paige 's dresser drawers could hold number0 pieces of clothing each . if she had number1 drawers how many pieces of clothing could it hold ?,2 4,* number0 number1,8.0,"[2, 5, 6, 7, 10, 12, 14, 15, 16, 22, 23, 24]",4,Multiplication,paige 's dresser drawers could hold number0 pieces of clothing each . if she had number1 drawers,how many pieces of clothing could it hold ?
isabel received number0 dollars for her birthday . later she found some toys that cost number1 dollars each . how many of the toys could she buy ?,14 2,/ number0 number1,7.0,"[1, 2, 3, 6, 14, 15, 16, 17, 24, 25, 26]",4,Common-Division,isabel received number0 dollars for her birthday . later she found some toys that cost number1 dollars each .,how many of the toys could she buy ?
haley 's mom was buying extra school supplies for haley and her sister . if she bought number0 reams of paper for haley and number1 reams for her sister how many did she buy total ?,2 3,+ number0 number1,5.0,"[32, 33, 2, 34, 16, 17, 18, 23, 24, 25]",4,Addition,haley 's mom was buying extra school supplies for haley and her sister . if she bought number0 reams of paper for haley and number1 reams for her sister,how many did she buy total ?
there are number0 students in the school band . if the band instructor put the students into rows with number1 students in each row how many rows could he make ?,40 5,/ number0 number1,8.0,"[1, 2, 3, 4, 18, 19, 20, 22, 27, 28, 29]",4,Common-Division,there are number0 students in the school band . if the band instructor put the students into rows with number1 students in each row,how many rows could he make ?
roger mowed his lawn number0 times total during the spring and summer . if he mowed it number1 times in the summer . how many times did he mow in the spring ?,15 9,- number0 number1,6.0,"[1, 3, 4, 5, 16, 17, 18, 29, 30, 31]",4,Subtraction,roger mowed his lawn number0 times total during the spring and summer . if he mowed it number1 times in the summer .,how many times did he mow in the spring ?
an architect was building his number0 story house . on the first floor the house had number1 bedrooms and the second floor had number2 bedrooms . how many bedrooms does the house have totaled ?,2 6 4,+ number1 number2,10.0,"[32, 1, 33, 4, 5, 6, 7, 15, 16, 17, 22, 23, 24, 31]",4,Addition,an architect was building his number0 story house . on the first floor the house had number1 bedrooms and the second floor had number2 bedrooms .,how many bedrooms does the house have totaled ?
carol was sending out birthday invitations to her friends . if each package of invitations she bought had number0 invitations in it and she bought number1 packs how many friends can she invite ?,9 5,* number0 number1,45.0,"[32, 2, 7, 11, 14, 17, 18, 19, 24, 25, 26, 30, 31]",4,Multiplication,carol was sending out birthday invitations to her friends . if each package of invitations she bought had number0 invitations in it and she bought number1 packs,how many friends can she invite ?
a designer was buying furniture for her new house . she bought number0 chairs for the living room and number1 for her kitchen . how many chairs did she buy total ?,3 6,+ number0 number1,9.0,"[1, 5, 11, 12, 13, 18, 19, 20, 28, 29, 30]",4,Addition,a designer was buying furniture for her new house . she bought number0 chairs for the living room and number1 for her kitchen .,how many chairs did she buy total ?
a pet store had number0 snakes . they had the snakes in cages with number1 snakes in each cage . how many cages did the pet store have ?,4 2,/ number0 number1,2.0,"[1, 3, 4, 5, 13, 14, 15, 17, 25, 26, 27]",4,Common-Division,a pet store had number0 snakes . they had the snakes in cages with number1 snakes in each cage .,how many cages did the pet store have ?
a contractor was buying wall outlets for a new house he was building . each room needed number0 outlets . if the house has number1 rooms how many outlets does he need total ?,6 7,* number0 number1,42.0,"[32, 2, 3, 7, 11, 14, 16, 17, 18, 23, 24, 25, 30, 31]",4,Multiplication,a contractor was buying wall outlets for a new house he was building . each room needed number0 outlets . if the house has number1 rooms,how many outlets does he need total ?
john threw a halloween party where number0 people showed up . if only number1 dressed up how many people did n't wear costumes ?,13 6,- number0 number1,7.0,"[5, 6, 7, 8, 10, 12, 13, 14, 20, 21, 22]",4,Subtraction,john threw a halloween party where number0 people showed up . if only number1 dressed up,how many people did n't wear costumes ?
oliver was yard sale shopping . he ended up buying number0 video games but only number1 of them worked . how many bad games did he buy ?,11 6,- number0 number1,5.0,"[1, 2, 3, 6, 9, 10, 11, 12, 14, 15, 16, 24, 25, 26]",4,Subtraction,oliver was yard sale shopping . he ended up buying number0 video games but only number1 of them worked .,how many bad games did he buy ?
rachel picked number0 apples from her tree . now the tree has number1 apples still on it . how many apples did the tree have to begin with ?,3 4,+ number0 number1,7.0,"[1, 2, 3, 8, 11, 12, 13, 25, 26, 27]",1,Addition,rachel picked number0 apples from her tree . now the tree has number1 apples still on it .,how many apples did the tree have to begin with ?
paige raised number0 goldfish in the pond but stray cats loved eating them . now she has number1 left . how many goldfish disappeared ?,15 4,- number0 number1,11.0,"[1, 2, 3, 16, 17, 18, 21, 22, 23]",1,Subtraction,paige raised number0 goldfish in the pond but stray cats loved eating them . now she has number1 left .,how many goldfish disappeared ?
sarah could send number0 text messages a day . if she sent number1 how many text messages does she have left she can send ?,10 8,- number0 number1,2.0,"[2, 3, 4, 5, 11, 12, 13, 21, 22, 23]",1,Subtraction,sarah could send number0 text messages a day . if she sent number1,how many text messages does she have left she can send ?
debby had number0 pieces of candy . after eating some she had number1 pieces . how many pieces did debby eat ?,12 3,- number0 number1,9.0,"[1, 2, 3, 4, 5, 11, 12, 13, 18, 19, 20]",1,Subtraction,debby had number0 pieces of candy . after eating some she had number1 pieces .,how many pieces did debby eat ?
frank had $ number0 . after buying some new toys he had $ number1 left . how much did he spend on toys ?,16 8,- number0 number1,8.0,"[1, 2, 3, 11, 12, 13, 14, 20, 21, 22]",1,Subtraction,frank had $ number0 . after buying some new toys he had $ number1 left .,how much did he spend on toys ?
at the fair megan had $ number0 to spend . she spent $ number1 on rides . how much money does she have left ?,17 6,- number0 number1,11.0,"[1, 4, 5, 6, 7, 12, 13, 14, 21, 22, 23]",1,Subtraction,at the fair megan had $ number0 to spend . she spent $ number1 on rides .,how much money does she have left ?
there were number0 kinds of sandwiches on the menu . unfortunately number1 of them had been sold out how many kinds of sandwiches do they actually provide now ?,9 5,- number0 number1,4.0,"[1, 2, 3, 9, 10, 11, 12, 16, 25, 26, 27]",1,Subtraction,there were number0 kinds of sandwiches on the menu . unfortunately number1 of them had been sold out,how many kinds of sandwiches do they actually provide now ?
a chef had number0 apples . after making a pie he had number1 left . how many apples did he use in the pie ?,16 7,- number0 number1,9.0,"[1, 2, 3, 4, 5, 11, 12, 13, 21, 22, 23]",1,Subtraction,a chef had number0 apples . after making a pie he had number1 left .,how many apples did he use in the pie ?
the book fair sold number0 posters . now they have number1 posters left . how many posters did they have to begin with ?,4 2,+ number0 number1,6.0,"[1, 2, 3, 4, 5, 7, 9, 10, 11, 20, 21, 22]",1,Addition,the book fair sold number0 posters . now they have number1 posters left .,how many posters did they have to begin with ?
ned ordered some pizzas for a party . during the party number0 were eaten . now he has number1 left . how many pizzas did ned order for the party ?,4 7,+ number0 number1,11.0,"[10, 11, 12, 17, 18, 19, 27, 28, 29]",1,Addition,ned ordered some pizzas for a party . during the party number0 were eaten . now he has number1 left .,how many pizzas did ned order for the party ?
dave had number0 apps on his phone . after deleting some he had number1 left . how many apps did he delete ?,16 8,- number0 number1,8.0,"[1, 2, 3, 4, 5, 12, 13, 14, 19, 20, 21]",1,Subtraction,dave had number0 apps on his phone . after deleting some he had number1 left .,how many apps did he delete ?
isabel had number0 bottles of water . after a week she had number1 left . how many did she drink ?,16 7,- number0 number1,9.0,"[1, 2, 3, 4, 11, 12, 13, 17, 18, 19]",1,Subtraction,isabel had number0 bottles of water . after a week she had number1 left .,how many did she drink ?
a waiter had number0 customers . if number1 left how many customers would the waiter still have ?,18 6,- number0 number1,12.0,"[2, 3, 4, 6, 7, 8, 10, 14, 15, 16]",1,Subtraction,a waiter had number0 customers . if number1 left,how many customers would the waiter still have ?
jenny was told to clean up her room in number0 days or she could not go to her best friend 's birthday party . it is number1 days left but jenny has cleaned up her room . how many days did she spend ?,14 3,- number0 number1,11.0,"[1, 5, 8, 9, 10, 40, 41, 42, 25, 26, 27]",1,Subtraction,jenny was told to clean up her room in number0 days or she could not go to her best friend 's birthday party . it is number1 days left but jenny has cleaned up her room .,how many days did she spend ?
